LEI,Entity.LegalName,Entity.LegalAddress.City,Entity.LegalAddress.Country,Registration.RegistrationStatus
097900BFDR0000022763,"VERKO, s.r.o.",Nitra,SK,ISSUED
097900BFDR0000022860,Slovenská plavba a prístavy a.s.,Bratislava,SK,ISSUED
097900BFDR0000023054,ANECT a.s.,Bratislava,SK,ISSUED
097900BFDR0000023248,LUXLINE spol. s r.o.,Nové Zámky,SK,LAPSED
097900BFDS0000021938,"VOMS, s.r.o.",Stráža,SK,LAPSED
097900BFDS0000023102,Lentes Finance s.r.o.,Banská Bystrica,SK,LAPSED
097900BFDS0000023393,"AQUAPARK Poprad, s.r.o.",Poprad,SK,LAPSED
097900BFDY0000022323,Commercial Bank Victoria EAD,Sofia,BG,LAPSED
097900BFDY0000023584,"SPX, s.r.o.",Žilina,SK,ISSUED
097900BFDZ0000023438,M ä s p o m a spol. s r.o.,Zvolen,SK,ISSUED
097900BFDZ0000023632,LEYARD EUROPE s.r.o.,Záborské,SK,ISSUED
097900BFE40000025246,"ČSOB Poisťovňa, a.s.",Bratislava,SK,ISSUED
097900BFE40000025828,"ELGAS, s.r.o.",Považská Bystrica,SK,ISSUED
097900BFE40000025925,"NOVIS Insurance Company, NOVIS Versicherungsgesellschaft, NOVIS Compagnia di Assicurazioni, NOVIS Poisťovňa a.s.",Bratislava,SK,ISSUED
097900BFE40000026022,"CONEX - TRADE, spol. s r.o. Košice",Košice,SK,ISSUED
097900BFE50000026167,"Asset Management Slovenskej sporiteľne, správ. spol., a.s., Inštitucionálny I2, o.p.f.",Bratislava,SK,RETIRED
097900BFEI0000024027,MANDRA S.A.,Barlad,RO,LAPSED
097900BFEI0000024124,"DOL GROUP, s.r.o.",Žilina,SK,LAPSED
097900BFEI0000024318,"Cargo Wagon, a.s.",Bratislava,SK,ISSUED
097900BFEI0000024415,"ŠIKOTRANS, s.r.o.",Kúty,SK,LAPSED
097900BFEI0000024512,"KTS Trading and Consulting, s.r.o.",Košťany nad Turcom,SK,LAPSED
097900BFEJ0000024657,"Slovenská záručná a rozvojová banka, a. s.",Bratislava - mestská časť Staré Mesto,SK,ISSUED
097900BFEK0000024220,"KOOPERATIVA poisťovňa, a.s. Vienna Insurance Group",Bratislava,SK,ISSUED
097900BFEO0000009377,KMK INVESTMENT s.r.o.,Humenné,SK,LAPSED
097900BFEO0000009959,"Poštová poisťovňa, a.s.",Bratislava,SK,RETIRED
097900BFEO0000013936,"AEGON partner, s.r.o.",Bratislava,SK,RETIRED
097900BFEQ0000024896,"Veolia Energia Levice, a.s.",Bratislava - mestská časť Petržalka,SK,ISSUED
097900BFEQ0000024993,UDENCO s.r.o.,Nitra,SK,ISSUED
097900BFEU0000007434,WIDO s.r.o.,Bratislava - Dúbravka,SK,LAPSED
097900BFEX0000025717,"AUTO-MOTO RS, s. r.o.",Rimavská Sobota,SK,LAPSED
097900BFEY0000024795,UNIMILK s.r.o.,Smíchov,CZ,LAPSED
097900BFEY0000025086,"Poisťovňa Slovenskej sporiteľne, a.s. Vienna Insurance Group",Bratislava,SK,RETIRED
097900BFF10000026455,Verticoin Limited,Londýn,GB,RETIRED
097900BFF30000027036,SOITRON Group SE,Bratislava,SK,ISSUED
097900BFF30000027133,"ATC-JR, s.r.o.",Púchov,SK,ISSUED
097900BFF30000027327,"BIKE PEAK, s.r.o.",Oslany,SK,LAPSED
097900BFF40000027569,"MLYNY, a.s.",Nitra,SK,LAPSED
097900BFFH0000026257,Aricoma Systems s.r.o.,Bratislava - mestská časť Petržalka,SK,ISSUED
097900BFFO0000026302,INVEST 29 - Westend Square a. s.,Bratislava,SK,ISSUED
097900BFFP0000026835,"StoneFly, s.r.o.",Lučenec,SK,RETIRED
097900BFFW0000026977,"COBA Automotive, s.r.o.",Terchová,SK,LAPSED
097900BFG40000029116,"BARBARA Slovensko, s.r.o.",Čaňa,SK,LAPSED
097900BFG40000029213,"AGROCASS plus, spol. s r.o.",Čaňa,SK,LAPSED
097900BFG40000029310,Leddiszkont,Budapest,HU,LAPSED
097900BFGD0000027664,WINFER spol. s r.o.,Dunajská Streda,SK,ISSUED
097900BFGD0000027761,"ELBA, a.s.",Kremnica,SK,ISSUED
097900BFGI0000027225,"UNIQA poisťovňa, a.s.",Bratislava,SK,RETIRED
097900BFGK0000027806,"GA Drilling, a. s.",Trnava,SK,LAPSED
097900BFGM0000028193,LITAGROS PREKYBA,Vilnius,LT,LAPSED
097900BFGM0000028387,FPI Investment,Kaunas,LT,LAPSED
097900BFGM0000028484,"ACCORD, a.s.",Trenčín,SK,RETIRED
097900BFGQ0000028094,"INDEX Global - Indexový negarantovaný dôchodkový fond NN dôchodková správcovská spoločnosť, a.s.",Bratislava,SK,ISSUED
097900BFGQ0000028579,HTS BB s.r.o.,Vlkanová,SK,LAPSED
097900BFGQ0000028676,SLOVUNITED s. r. o.,Bratislava - mestská časť Rača,SK,ISSUED
097900BFGQ0000028773,FV powerhouse 1 s.r.o.,Bratislava - mestská časť Rača,SK,ISSUED
097900BFGQ0000028870,EcoPlan 6 s.r.o.,Bratislava - mestská časť Rača,SK,ISSUED
097900BFGZ0000026586,"AZOR Gama, s.r.o.",Spišská Nová Ves,SK,RETIRED
097900BFH50000030808,"RM - S Market o.c.p., a.s.",Bratislava - mestská časť Staré mesto,SK,ISSUED
097900BFHH0000030134,ŠROTSERVIS s. r. o.,Bratislava,SK,LAPSED
097900BFHJ0000029454,Hrvatski Telekom d.d.,Zagreb,HR,ISSUED
097900BFHJ0000030230,"RESCO, S.R.O.",Bratislava - mestská časť Ružinov,SK,LAPSED
097900BFHJ0000030327,"BAUEN Folie CZ, s.r.o.",Krnov,CZ,ISSUED
097900BFHK0000030666,"PRIFOL, s. r. o.",Rozhanovce,SK,LAPSED
097900BFHO0000028918,Tammsaare OÜ,Albu,EE,LAPSED
097900BFHQ0000029014,AS PEETRI POLD JA PIIM,"Peetri alevik, Kareda vald",EE,LAPSED
097900BFHQ0000030469,KOSIT a.s.,Košice,SK,LAPSED
097900BFHQ0000030566,INCOS a.s.,Hodonín,CZ,ISSUED
097900BFHV0000029545,UAB Gimtoji zemele,Vilnius,LT,LAPSED
097900BFHV0000029739,UAB ''ŽEMĖS VYSTYMO FONDAS 2'',Vilnius,LT,ISSUED
097900BFHV0000029836,"UAB ""ŽEMĖS VYSTYMO FONDAS 8""",VILNIUS,LT,ISSUED
097900BFHV0000029933,UAB ''ŽEMĖS VYSTYMO FONDAS 1'',Vilnius,LT,ISSUED
097900BFHY0000030077,MSM GROUP s.r.o.,Dubnica nad Váhom,SK,ISSUED
097900BFI10000031581,Twin City II a. s.,Bratislava - mestská časť Staré Mesto,SK,ISSUED
097900BFI10000031872,"BEVEX - BANSKÝ VÝSKUM, spol. s r.o.",Prievidza,SK,ISSUED
097900BFI10000032260,UAB Kauno Raudondvario PC,Vilnius,LT,ISSUED
097900BFIH0000031345,"DDK SLOVAKIA, spol. s r.o.",Senica,SK,ISSUED
097900BFIM0000031003,ЗАСТРАХОВАТЕЛНО ДРУЖЕСТВО СЪГЛАСИЕ,SOFIA,BG,ISSUED
097900BFIM0000031488,"PROXENTA Private Equity, s. r. o.",Bratislava - mestská časť Staré Mesto,SK,ISSUED
097900BFIM0000031682,APS Beta Bulgaria,Sofia,BG,LAPSED
097900BFIM0000031779,S-PLUS TRADE CONSULTING s.r.o.,Vranov nad Topľou,SK,ISSUED
097900BFIT0000031921,"Štalker, storitve in svetovanje, d.o.o.",Ljubljana,SI,LAPSED
097900BFIT0000032018,IVIM s.r.o. Trebišov,Trebišov,SK,ISSUED
097900BFIT0000032115,BAUEN s.r.o.,Topoľovka,SK,ISSUED
097900BFIV0000032696,"KK Company, a.s.",Vlkanová,SK,ISSUED
097900BFJ30000034194,"MOBILE SLOVAKIA, s. r. o.",Nová Dubnica,SK,RETIRED
097900BFJD0000027417,"Go2Sky, spol. s r.o.",Bratislava - mestská časť Ružinov,SK,ISSUED
097900BFJD0000032849,SMIRODAVA SA,ROMAN,RO,LAPSED
097900BFJD0000033140,AMDR s.r.o.,Spišská Nová Ves,SK,LAPSED
097900BFJD0000033334,TRITRI House S.á r.l.,Luxembourg,LU,ISSUED
097900BFJR0000033909,"Rohovce Power, s.r.o.",Bratislava,SK,LAPSED
097900BFJR0000034006,"AZOR Alpha, s.r.o.",Poprad,SK,LAPSED
097900BFJS0000033763,SC TOTALGAZ INDUSTRIE SRL,IASI,RO,LAPSED
097900BFJS0000033860,"Chirana, a.s.",Stará Turá,SK,LAPSED
097900BFJW0000033567,"Akcinė bendrovė ""Kauno tiltai""",Kaunas,LT,ISSUED
097900BFJW0000034343,"UAB ""KURANA""",Pasvalio r. sav.,LT,ISSUED
097900BFJW0000034440,Moris Slovakia s.r.o.,Košice,SK,LAPSED
097900BFJY0000031141,MOLD STEEL IMPORT-EXPORT,IASI,RO,LAPSED
097900BFJZ0000034681,PROPIO s. r. o.,Bratislava,SK,LAPSED
097900BFK10000035936,KOMAX SK s. r. o.,Bratislava,SK,LAPSED
097900BFK10000036033,JOMAX SK s. r. o.,Bratislava,SK,LAPSED
097900BFK10000036130,TAMAX SK s. r. o.,Dolný Kubín,SK,LAPSED
097900BFK10000036324,"janom FVE 3, s. r. o.",Dohňany,SK,LAPSED
097900BFK10000036421,"janom FVE 4, s. r. o.",Dohňany,SK,LAPSED
097900BFK10000036518,"janom FVE 5, s. r. o.",Dohňany,SK,LAPSED
097900BFK40000035789,CITY GATE SRL,"Bucureşti, Sectorul 1",RO,LAPSED
097900BFK40000035886,CITY GATE BUCHAREST SRL,"Bucureşti, Sectorul 1",RO,LAPSED
097900BFK40000036759,"FINA, s.r.o.",Chynorany,SK,ISSUED
097900BFK40000037050,AVENTURA Lifestyle s.r.o.,Smižany,SK,LAPSED
097900BFK40000037244,"FLEXIBILNÝ KONZERVATÍVNY FOND, otvorený podielový fond Eurizon Asset Management Slovakia, správ. spol., a.s.",Bratislava 24,SK,RETIRED
097900BFKF0000034835,"VIP HANDLING, a. s.",Bratislava,SK,ISSUED
097900BFKF0000035126,Sky Hotels Group Korlátolt Felelősségű Társaság,Budapest,HU,ISSUED
097900BFKJ0000034930,"Akcinė bendrovė ""VILNIAUS DEGTINĖ""",Vilnius,LT,LAPSED
097900BFKM0000035268,"LUSK SK, s.r.o.",Medzilaborce,SK,RETIRED
097900BFKM0000035365,NAJPI a. s.,Senica,SK,ISSUED
097900BFKO0000034297,"GREEN POINT, spol. s r.o.",Farná,SK,LAPSED
097900BFKO0000035461,"INTERAGROS, a. s.",Trnava,SK,ISSUED
097900BFKO0000035655,"SLADOVŇA, a.s. Michalovce",Michalovce,SK,ISSUED
097900BFKX0000036281,COTTONTRADE LIMITED,"Auckland Central, Auckland",NZ,RETIRED
097900BFL50000038160,24 Development s.r.o.,Bratislava - mestská časť Staré Mesto,SK,LAPSED
097900BFLE0000036968,"Virte, a. s.",Dubnica nad Váhom,SK,ISSUED
097900BFLE0000037356,"Aqua Wellness Trnava, spol. s r.o.",Trnava,SK,ISSUED
097900BFLY0000037734,"AZOR Epsilon, s. r. o.",Bratislava,SK,RETIRED
097900BFLZ0000037685,"PRP, s.r.o.",Tomášovce,SK,ISSUED
097900BFM30000039514,NOPE a.s.,Bratislava,SK,LAPSED
097900BFM30000040096,"GEVORKYAN, a.s.",Vlkanová,SK,ISSUED
097900BFM40000039465,"Uždaroji akcine bendrove ""MANTINGA""",Marijampole,LT,LAPSED
097900BFME0000038276,"ACRA Europe, a.s.",Bratislava - mestská časť Ružinov,SK,RETIRED
097900BFMI0000038371,S-PLUS TRADE EXIM s.r.o.,Vranov nad Topľou,SK,ISSUED
097900BFMP0000038416,"HANDLOVSKÁ ENERGETIKA, s.r.o.",Handlová,SK,LAPSED
097900BFMP0000038610,RUBICON INVESTMENTS ZÁRTKÖRŰEN MŰKÖDŐ RÉSZVÉNYTÁRSASÁG,Szentendre,HU,ISSUED
097900BFMQ0000038852,"Peak Oil Management, a. s.",Bratislava - mestská časť Ružinov,SK,LAPSED
097900BFMQ0000038949,Fuel Traders Corporation s. r. o.,Bratislava,SK,LAPSED
097900BFMV0000038704,"UAB ""Novian Technologies""",Vilnius,LT,ISSUED
097900BFMV0000039286,"Central Services Management SK, s.r.o.",Bratislava,SK,LAPSED
097900BFMW0000038558,AlfaCommerce Group,Sofia,BG,LAPSED
097900BGB00000041059,SATUR TRAVEL a.s.,Bratislava,SK,LAPSED
097900BGB00000041253,HUDOS s.r.o.,Bardejov,SK,LAPSED
097900BGB10000040331,Rehoľa dominikánov na Slovensku,Zvolen,SK,ISSUED
097900BGB10000040816,ПЕРСИ,София,BG,LAPSED
097900BGB40000041348,"TSR Slovakia, s.r.o.",Bytča,SK,ISSUED
097900BGB40000041639,KLM Šamorín s.r.o.,Bratislava,SK,LAPSED
097900BGB40000041736,HMC Real 2 s. r. o.,Vlkanová,SK,ISSUED
097900BGBI0000040226,Net Rent spol. s r.o.,Žilina,SK,ISSUED
097900BGBM0000040127,"MONTRE, s.r.o.",Bratislava,SK,LAPSED
097900BGBW0000041577,"CRONUS Invest, a.s.",Zvolen,SK,RETIRED
097900BGCC0000041828,"EUROSPECTRUM, s.r.o.",Podtureň,SK,LAPSED
097900BGCC0000041925,"""Fortesta LT"", UAB",Vilnius,LT,LAPSED
097900BGCK0000039108,"ABS SPV, spol. s r. o. v likvidácii",Bratislava,SK,RETIRED
097900BGCL0000039059,"KLAS, s.r.o.",Veľký Krtíš,SK,LAPSED
097900BGCW0000040654,UAB Naujamiesčio NT,Vilniaus,LT,LAPSED
097900BGCW0000042109,"Akcinė bendrovė ""Novaturas""",Kaunas,LT,LAPSED
097900BGCW0000042303,"Equinox Trade, s.r.o.",Dunajská Streda,SK,LAPSED
097900BGCW0000042497,"RGT Express, s.r.o.",Bánovce nad Bebravou,SK,RETIRED
097900BGCZ0000042544,ABOV Slovakia s.r.o.,Rudník,SK,LAPSED
097900BGDB0000038044,"Berkov, s.r.o.",Bratislava,SK,LAPSED
097900BGDI0000042842,"MHA Slovakia, s.r.o.",Bratislava,SK,LAPSED
097900BGDK0000042647,UAB JUNONALT,Kaunas,LT,ISSUED
097900BGDK0000042744,"Žemės ūkio kooperatyvas ""Linkuvos kraštas""",Kybartai,LT,LAPSED
097900BGDO0000043130,GeWiS Slovakia s.r.o.,Prievidza,SK,DUPLICATE
097900BGDQ0000043226,"Wittee, a. s.",Bratislava,SK,LAPSED
097900BGDQ0000043323,"ENERGYCO, s.r.o.",Rožňava,SK,LAPSED
097900BGDS0000043613,MARVEL P.I. & T. spoločnosť s ručením obmedzeným Bardejov,Bardejov,SK,ISSUED
097900BGDS0000043710,City-Arena PLUS a.s.,Trnava,SK,ISSUED
097900BGDS0000043807,"City-Arena servis, s.r.o.",Trnava,SK,ISSUED
097900BGDS0000043904,"ICS Slovakia, spol. s r.o.",Veľký Folkmar,SK,LAPSED
097900BGDW0000044096,"EUROSWEET, s.r.o.",Boľkovce,SK,LAPSED
097900BGDW0000044193,"Energy Europe, SE",Bratislava,SK,LAPSED
097900BGDY0000044483,GERDA Slovakia s. r. o.,Bratislava,SK,LAPSED
097900BGE00000045603,LEZOMA s.r.o.,Dunajská Streda,SK,LAPSED
097900BGE00000045797,"AIR-TRANSPORT EUROPE, s.r.o.",Poprad,SK,LAPSED
097900BGE10000044681,Slavomír Binčík junior,Kostolište 266,SK,ISSUED
097900BGE40000045989,Rastislav Šubjak - Rašub,Tvrdošín,SK,ISSUED
097900BGEE0000044346,BOHUŠ s.r.o.,Závadka nad Hronom,SK,LAPSED
097900BGEW0000044240,БЕНЧМАРК ГРУП,София,BG,ISSUED
